ID,诗名,花名,朝代,赏析_preview,zh_top5,zh_top10,sk_top5,sk_top10,共同token数,共同tokens,一致率
995,瑞香花,瑞香,宋,在冰雪残存、余寒未消的冬春之交，在幽深隐曲的庭院内室，瑞香花悄悄地喷芳吐艳了。光,被、叠、笼、闭、紫,被 叠 笼 闭 紫 曲 中 诗 锦 破,笼、晚、迭、被、的,笼 晚 迭 被 的 花 叶 承 杂 地,2,笼、被,0.2
961,王充道送水仙花五十枝,水仙花,宋,水仙，是素洁和美的象征。它形象高雅，娴静而秀美，体态娇袅，令人爱怜；然而，它的美,独、子、新、魂、典,独 子 新 魂 典 援 水 寒 染 美,貌、花、的、夜、素,貌 花 的 夜 素 染 荷 他 样 么,1,染,0.1
962,水仙花,水仙花,宋,名家写景状物自有他独到的视角，独特的见解。同是咏水仙，同样写它的孤独与高标幽洁，,绝、倔、以、川、杀,绝 倔 以 川 杀 一 清 畔 见 名,写、拿、力、咏、的,写 拿 力 咏 的 字 此 来 比 评,0,,0.0
987,戏咏蜡梅二首,蜡梅,宋,第一首写蜡梅含苞未放。严冬方过，春寒犹烈，蜡梅枝上生出点点金黄的蓓蕾，透露着盎然,"讲、恼、""、雄、生","讲 恼 "" 雄 生 写 腺 下 锁 放",喜、着、爽、的、帛,喜 着 爽 的 帛 说 下 了 力 驱,1,下,0.1
985,蜡梅一首贈赵景貺,蜡梅,宋,这首诗写于元祐六年(1091)，时苏轼正任颖州知州。赵令時，字景貺，当时为签判颖,"""、酥、口、采、磬",""" 酥 口 采 磬 景 次 心 言 黄",叶、吗、写、呢、之,叶 吗 写 呢 之 诗 的 僧 喻 蕊,0,,0.0
986,荀秀才送蜡梅十枝奇甚为赋此诗,蜡梅,宋,荀秀才，未详。从诗题及诗意来看，这首诗乃专咏壶中所插之蜡梅。 范成大有<范村梅谱,'、欺、谱、顾、乃,' 欺 谱 顾 乃 读 贮 黄 大 藏,长、日、之、典、说,长 日 之 典 说 娇 集 言 叠 小,0,,0.0
984,贺新郎,水仙花,宋,"首句“云卧衣裳冷""，下手便写出水仙神态，用的是杜甫<游龙门奉先寺>成句，卧云空翠",-、袜、解、微、挑,"- 袜 解 微 挑 空 生 "" 与 记",的、运、>、化、卧,的 运 > 化 卧 典 于 裳 花 冷,0,,0.0
983,庆宫春,水仙花,宋,“岁华相误，记前度湘皋怨别。哀弦重听，都是凄凉，未须弹彻。”用有关湘妃的传说，再,"""、别、误、边、度",""" 别 误 边 度 听 记 特 怨 哀",紧、的、谁、把、用,紧 的 谁 把 用 金 更 花 之 吗,0,,0.0
982,金人捧露盘,水仙花,宋,这是首咏物寄意的词。 上片以湘水女仙、洛水女神比喻水仙之美姿。 开头三句造语不凡,"轻、整、""、弱、铢","轻 整 "" 弱 铢 心 极 步 衣 月",的、舜、后、云、尖,的 舜 后 云 尖 之 洛 来 月 本,1,月,0.1
979,菩萨蛮,水仙花,宋,这首小词实际上是借写水仙花而起兴的。上片它简炼地写了水仙花的情态，而在下片则借题,枝、悠、煞、已、苦,枝 悠 煞 已 苦 似 同 黄 相 须,叶、之、兮、花、的,叶 之 兮 花 的 他 从 片 它 地,0,,0.0
975,水仙花,水仙,清,古希腊流传这样一个动人的神话：水仙花原是河神的儿子、一位美少年变成的。这位美少年,言、条、回、兴、倒,言 条 回 兴 倒 萧 盛 澧 影 伍,兮、她、诗、象、名,兮 她 诗 象 名 情 言 赏 典 湘,1,言,0.1
966,水仙花,水仙花,宋,这是一首十分清丽而又具有鲜明的画面特征的小诗。尽管起首平平，但结语非凡，特别是它,藐、它、姑、用、霭,藐 它 姑 用 霭 后 绝 射 夜 好,诗、刻、使、之、她,诗 刻 使 之 她 > 宫 特 耐 境,0,,0.0
