poet,title,dynasty,poem_raw,text,polarity,pseudo_label,pseudo_label_zh,top_score,score_anger,score_criticize,score_ease,score_faith,score_fear,score_guilt,score_joy,score_like,score_misgive,score_miss,score_peculiar,score_praise,score_sorrow,score_vexed,score_wish
孟郊,登科后,唐,昔日龌龊不足夸|今朝放荡思无涯|春风得意马蹄疾|一日看尽长安花,昔日龌龊不足夸今朝放荡思无涯春风得意马蹄疾一日看尽长安花,Positive,joy,欢乐喜悦,0.21989144563872381,0.0,0.1777169988013427,0.0,0.0,0.0,0.0,0.21989144563872381,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
湛若水,于席学士院池观莲讌集和张亭溪詹事二首兼呈同会诸公,明,清赏和风天不违|花光水色丽相依|盛将歌管仍仙侣|静倚芙蓉谢宓妃,清赏和风天不违花光水色丽相依盛将歌管仍仙侣静倚芙蓉谢宓妃,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
方翥,与郑国叔司法山行,宋,策筇山下路|未省尽幽寻|回首见桑柘|始知墟落深,策筇山下路未省尽幽寻回首见桑柘始知墟落深,Neutral,miss,思念怀念,0.15561139140249397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15561139140249397,0.0,0.0,0.0,0.0,0.0
杨万里,李与贤来访自言所居幽胜甚似剡溪因以似剡名其庵出闲居五咏因次其韵五首,宋,漫浪江湖天一方|故人不见两三霜|对床说尽平生话|黄叶声中秋夜长,漫浪江湖天一方故人不见两三霜对床说尽平生话黄叶声中秋夜长,Implicit Positive,faith,坚定信念,0.13347832467375914,0.0,0.0,0.0,0.13347832467375914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
陆游,记梦二首,宋,乌巾白纻忆当年|抵死寻春不自怜|憔悴剑南双鬓改|梦中犹上暗门船,乌巾白纻忆当年抵死寻春不自怜憔悴剑南双鬓改梦中犹上暗门船,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
黄庭坚,杜似吟院二首,宋,日长吟院无公事|燕入花开必有诗|莫道南风吹雁去|春来亦有北风时,日长吟院无公事燕入花开必有诗莫道南风吹雁去春来亦有北风时,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
曹伯启,九日省舅氏郭西独行因书所见十首,元,遥空无碍日凄凄|过雨平田尚有泥|极目断鸿明灭处|淡烟衰草一时低,遥空无碍日凄凄过雨平田尚有泥极目断鸿明灭处淡烟衰草一时低,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
陆游,花时遍逰诸家园十首,宋,为爱名花抵死狂|只愁风日损红芳|緑章夜奏通明殿|乞借春阴护海棠,为爱名花抵死狂只愁风日损红芳緑章夜奏通明殿乞借春阴护海棠,Implicit Positive,ease,平和安适,0.13145215979284927,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
苏轼,饮湖上初晴后雨,宋,水光潋滟晴方好|山色空蒙雨亦奇|欲把西湖比西子|淡妆浓抹总相宜,水光潋滟晴方好山色空蒙雨亦奇欲把西湖比西子淡妆浓抹总相宜,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
刘克庄,鹊,宋,久不闻乌鹊|朝来噪不休|殊乡无喜事|应为买归舟,久不闻乌鹊朝来噪不休殊乡无喜事应为买归舟,Neutral,misgive,忧虑疑惑,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0
白玉蟾,集句赠王秀才,宋,富贵必从勤苦得|名位岂肯卑微休|劝君更尽一杯酒|与尔同销万古愁,富贵必从勤苦得名位岂肯卑微休劝君更尽一杯酒与尔同销万古愁,Positive,praise,称颂赞美,0.3381313399794489,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3381313399794489,0.0,0.11583465265113833,0.0
王彦泓,短别纪言,明,拖住征衫泪脸偎|布帆无奈晚风催|谁言暂别休悲怆|薄命能消暂几回,拖住征衫泪脸偎布帆无奈晚风催谁言暂别休悲怆薄命能消暂几回,Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20769819614214943,0.0,0.0
张萱,福寿图九咏代九邑令公寿鲍瞻鲁同府,明,凤历初开淑气新|昌期五百岳生申|十城共效华封祝|福寿如天万井春,凤历初开淑气新昌期五百岳生申十城共效华封祝福寿如天万井春,Positive,wish,渴望期盼,0.14217828215101067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14217828215101067
方回,猿獐图,宋,西征君子化为猿|似觉獐头未足伦|叫月三声万松外|可能浅草走平原,西征君子化为猿似觉獐头未足伦叫月三声万松外可能浅草走平原,Neutral,faith,坚定信念,0.13347832467375914,0.0,0.0,0.0,0.13347832467375914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
柳宗元,铜鱼使赴都寄亲友,唐,行尽关山万里馀|到时闾井是荒墟|附庸唯有铜鱼使|此后无因寄远书,行尽关山万里馀到时闾井是荒墟附庸唯有铜鱼使此后无因寄远书,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
刘过,投诚斋,宋,绫衾厌入承明直|却把一麾江上来|云气隔天迷望眼|不堪花落几宫槐,绫衾厌入承明直却把一麾江上来云气隔天迷望眼不堪花落几宫槐,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
苏辙,同外孙文九新春五绝句,宋,佳人旋贴钗头胜|园父初挑雪底芹|欲得春来怕春晚|春来会似出山云,佳人旋贴钗头胜园父初挑雪底芹欲得春来怕春晚春来会似出山云,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
张耒,堂前种二桃诗示秬秸,宋,平昔殷勤向物华|谁知憔悴客天涯|双桃栽罢还惆怅|忆得淮阳旧种花,平昔殷勤向物华谁知憔悴客天涯双桃栽罢还惆怅忆得淮阳旧种花,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.11583465265113833,0.0
晁补之,松菊堂读史五首,宋,平生精爽皋夔内|一世功名贝锦间|再梦令狐亦何事|可能到死未心闲,平生精爽皋夔内一世功名贝锦间再梦令狐亦何事可能到死未心闲,Neutral,faith,坚定信念,0.2669566493475183,0.0,0.0,0.0,0.2669566493475183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
方回,听航船歌十首,宋,南姚村打北姚村|鬼哭谁怜枉死魂|争似梢工留口吃|秀州城外鸭餛饨,南姚村打北姚村鬼哭谁怜枉死魂争似梢工留口吃秀州城外鸭餛饨,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
施肩吾,题景上人山门,唐,水有青莲沙有金|老僧于此独观心|愁人欲寄中峰宿|只恐白猿啼夜深,水有青莲沙有金老僧于此独观心愁人欲寄中峰宿只恐白猿啼夜深,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
陈宓,在旅不在家书,宋,无心览卷谩舒卷|有念盈怀日往来|十日离家劳梦远|一行无字彊颜开,无心览卷谩舒卷有念盈怀日往来十日离家劳梦远一行无字彊颜开,Implicit Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
杨万里,江行七日阻风至繁昌舍舟出陆二首,宋,日日江行怖杀侬|逆风恶浪打船篷|只今判却肩舆去|遮莫掀天浪与风,日日江行怖杀侬逆风恶浪打船篷只今判却肩舆去遮莫掀天浪与风,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
刘克庄,湖南江西道中十首,宋,每嘲介甫行新法|常恨欧公不读书|浩叹诸刘今已矣|路傍乔木日凋疎,每嘲介甫行新法常恨欧公不读书浩叹诸刘今已矣路傍乔木日凋疎,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
刘克庄,过永福精舍有怀仲白二首,宋,求福招提小步廊|忆携诗卷共追凉|年来行处常迂路|才近君家即断肠,求福招提小步廊忆携诗卷共追凉年来行处常迂路才近君家即断肠,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
林光,吴缙折赠牡丹花因与觅莲栽,明,牡丹花好花端好|莲子纤花实更妍|欲识舂陵培植意|花娇实美是天全,牡丹花好花端好莲子纤花实更妍欲识舂陵培植意花娇实美是天全,Implicit Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
王安石,金山三首,宋,波澜荡沃乾坤大|气象包藏水石閒|祇有此中宜旷望|谁令天作海门山,波澜荡沃乾坤大气象包藏水石閒祇有此中宜旷望谁令天作海门山,Positive,wish,渴望期盼,0.14217828215101067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.14217828215101067
宋祁,春帖子词夫人阁十首,宋,东郊移仗晓迎春|已觉轻寒不著人|天瑞穰穰君泽美|并教和气助佳辰,东郊移仗晓迎春已觉轻寒不著人天瑞穰穰君泽美并教和气助佳辰,Positive,ease,平和安适,0.13145215979284927,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
朱淑真,浴罢,宋,浴罢云鬟乱不梳|清癯无力气方苏|坐来始觉神魂定|尚怯凉风到坐隅,浴罢云鬟乱不梳清癯无力气方苏坐来始觉神魂定尚怯凉风到坐隅,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
陈文蔚,和徐子融韵,宋,自怜涉世每多艰|事到萦心或厌烦|近日工夫何所似|有时惭愧梦中闲,自怜涉世每多艰事到萦心或厌烦近日工夫何所似有时惭愧梦中闲,Implicit Negative,guilt,愧疚自责,0.17458343004804494,0.0,0.08885849940067135,0.0,0.0,0.0,0.17458343004804494,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
柯九思,宫词十五首,元,珠宫锡宴庆迎祥|丽日初随綵线长|太史院官新进历|榻前一一赐诸王,珠宫锡宴庆迎祥丽日初随綵线长太史院官新进历榻前一一赐诸王,Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杨万里,病中止酒二首,宋,江草江花怨阿谁|山风山雨总成悲|春愁万斛无安顿|旋旋分张乞小诗,江草江花怨阿谁山风山雨总成悲春愁万斛无安顿旋旋分张乞小诗,Implicit Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20769819614214943,0.11583465265113833,0.0
米芾,浄名作,宋,大球三尺美无臕|素业清风合立朝|此别何言赠君子|谠言忠论好裨尧,大球三尺美无臕素业清风合立朝此别何言赠君子谠言忠论好裨尧,Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
刘克庄,齐俗,宋,柏寝才休又雪宫|杀麋罪与杀人同|徂丘稷下人多诈|谁肯投身入穽中,柏寝才休又雪宫杀麋罪与杀人同徂丘稷下人多诈谁肯投身入穽中,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
刘克庄,登城五首,宋,汉人称劲粤|累世不加兵|狂卒才三百|如何便缒城,汉人称劲粤累世不加兵狂卒才三百如何便缒城,Neutral,misgive,忧虑疑惑,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729696904450771,0.0,0.0,0.0,0.0,0.0,0.0
王安石,谢安,宋,谢公才业自超群|误长清谈助世纷|秦晋区区等亡国|可能王衍胜商君,谢公才业自超群误长清谈助世纷秦晋区区等亡国可能王衍胜商君,Implicit Positive,faith,坚定信念,0.13347832467375914,0.0,0.08885849940067135,0.0,0.13347832467375914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
周彦质,宫词,宋,永昼宫娥聚笑嬉|小王初习起居仪|朱衫御史心聪慧|学得中庭赞对词,永昼宫娥聚笑嬉小王初习起居仪朱衫御史心聪慧学得中庭赞对词,Implicit Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
姜夔,钓雪亭,宋,阑干风冷雪漫漫|惆怅无人把钓竿|时有官船桥畔过|白鸥飞去落前滩,阑干风冷雪漫漫惆怅无人把钓竿时有官船桥畔过白鸥飞去落前滩,Implicit Negative,vexed,烦恼苦闷,0.23166930530227667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.23166930530227667,0.0
陆游,偶得北虏金泉酒小酌赋绝句二首,宋,逆胡万里跨燕秦|志士悲歌泪满巾|未履胡肠涉胡血|一樽先醉范阳春,逆胡万里跨燕秦志士悲歌泪满巾未履胡肠涉胡血一樽先醉范阳春,Implicit Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.20769819614214943,0.0,0.0
张耒,元忠学士八兄耒离京师远蒙追送许惠服丹法托故竟未惠及赋五绝句,宋,昔见将军破虎鞯|玉堂曾共扫千言|功名老去皆蹉跌|相见谆谆劝学仙,昔见将军破虎鞯玉堂曾共扫千言功名老去皆蹉跌相见谆谆劝学仙,Implicit Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
李正民,挽鲁奉议,宋,盛大身攸致|勤劳力克堪|仁心兼五福|庆泽在诸男,盛大身攸致勤劳力克堪仁心兼五福庆泽在诸男,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
王彦泓,述妇病怀,明,消渴还愁骨亦消|玩冰衔玉总无憀|春来泼尽如泉泪|病肺除非引泪浇,消渴还愁骨亦消玩冰衔玉总无憀春来泼尽如泉泪病肺除非引泪浇,Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
王昌龄,送张四,唐,枫林已愁暮|楚水复堪悲|别后冷山月|清猿无断时,枫林已愁暮楚水复堪悲别后冷山月清猿无断时,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.11583465265113833,0.0
杨万里,丁亥正月新晴晚步二首,宋,嫩水春来别样光|草芽绿甚却成黄|东风似与行人便|吹尽寒云放夕阳,嫩水春来别样光草芽绿甚却成黄东风似与行人便吹尽寒云放夕阳,Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
杨万里,寄题王国华环秀楼二首,宋,近山远岫不知重|暖翠晴岚只满空|珍重主人将好手|尽驱秀色入楼中,近山远岫不知重暖翠晴岚只满空珍重主人将好手尽驱秀色入楼中,Implicit Positive,praise,称颂赞美,0.16906566998972444,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.14217828215101067
陆游,半俸自戊辰二月置不复言作绝句二首,宋,力请还山又几年|何功月费水衡钱|君恩深厚犹惭惧|敢向他人更乞怜,力请还山又几年何功月费水衡钱君恩深厚犹惭惧敢向他人更乞怜,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
张乔,宫词,明,月自朦胧草自春|粉痕啼损任罗巾|君王只向昭阳殿|歌吹时侵愁梦人,月自朦胧草自春粉痕啼损任罗巾君王只向昭阳殿歌吹时侵愁梦人,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11583465265113833,0.0
杨万里,过长峰径遇雨遣闷十绝句,宋,说著长峰十日愁|夜来发处四更头|莫令炬火风吹黑|未说红纱绛蜡休,说著长峰十日愁夜来发处四更头莫令炬火风吹黑未说红纱绛蜡休,Implicit Negative,vexed,烦恼苦闷,0.11583465265113833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.11583465265113833,0.0
欧阳修,忆鹤呈公仪,宋,一笑相驩乐得朋|诵君双鹤句尤清|高怀自喜凌云格|俗耳谁思警露声,一笑相驩乐得朋诵君双鹤句尤清高怀自喜凌云格俗耳谁思警露声,Implicit Positive,praise,称颂赞美,0.2535985049845867,0.0,0.0,0.0,0.0,0.0,0.0,0.21989144563872381,0.0,0.0,0.0,0.0,0.2535985049845867,0.0,0.0,0.0
曾巩,荔枝四首,宋,金钗双捧玉纤纤|星宿光芒动宝奁|解笑诗人誇博物|祇知红颗味酸甜,金钗双捧玉纤纤星宿光芒动宝奁解笑诗人誇博物祇知红颗味酸甜,Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
陈宓,陪赵工部三峡白鹿之游有感而赋,宋,昔年相见尚儿童|今日同游鬓欲翁|佳处山川总如旧|见君如见紫阳公,昔年相见尚儿童今日同游鬓欲翁佳处山川总如旧见君如见紫阳公,Implicit Positive,ease,平和安适,0.13145215979284927,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
欧阳修,寄河阳王宣徽,宋,谁谓萧条颍水边|能令嘉客少留连|肥鱼美酒偏宜老|明月清风不用钱,谁谓萧条颍水边能令嘉客少留连肥鱼美酒偏宜老明月清风不用钱,Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350001355835748,0.0,0.0,0.0,0.16906566998972444,0.10384909807107472,0.0,0.0
杨万里,庆长叔招饮一杯未釂雪声璀然即席走笔赋十诗,宋,雪政飞时梅政开|倩人和雪折庭梅|莫教颤脱梢头雪|千万轻轻折取来,雪政飞时梅政开倩人和雪折庭梅莫教颤脱梢头雪千万轻轻折取来,Implicit Positive,ease,平和安适,0.13145215979284927,0.0,0.0,0.13145215979284927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
米芾,题壁间,宋,归来湖上寺|顿觉清有馀|月色何太白|照人心腑纾,归来湖上寺顿觉清有馀月色何太白照人心腑纾,Positive,faith,坚定信念,0.13347832467375914,0.0,0.0,0.0,0.13347832467375914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
司马光,和懋贤闻道矩小园置酒助以酒果副之以诗,宋,芙蓉幕下惜馀闲|不使芳华取次残|珍果醇醪与新句|并将佳味助清欢,芙蓉幕下惜馀闲不使芳华取次残珍果醇醪与新句并将佳味助清欢,Positive,joy,欢乐喜悦,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
范成大,赠寿老,宋,农圃规模昔共论|云奎卜筑又逢君|眉庵寿老长随喜|好个抛梁伏愿文,农圃规模昔共论云奎卜筑又逢君眉庵寿老长随喜好个抛梁伏愿文,Positive,like,喜爱欣赏,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.11350001355835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
韦应物,送房杭州（孺复）,唐,专城未四十|暂谪岂蹉跎|风雨吴门夜|恻怆别情多,专城未四十暂谪岂蹉跎风雨吴门夜恻怆别情多,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
张耒,元忠学士八兄耒离京师远蒙追送许惠服丹法托故竟未惠及赋五绝句,宋,衰柳苦催空壁月|悲虫真吊短檠光|无情少壮抛人去|只有穷愁气味长,衰柳苦催空壁月悲虫真吊短檠光无情少壮抛人去只有穷愁气味长,Negative,criticize,批判指责,0.26657549820201404,0.0,0.26657549820201404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.10384909807107472,0.11583465265113833,0.0
胡仲弓,游水乐烟霞二洞三绝,宋,爱山分席坐松阴|草草杯盘慰赏心|水乐不鸣天籁寂|数声幽鸟和清吟,爱山分席坐松阴草草杯盘慰赏心水乐不鸣天籁寂数声幽鸟和清吟,Positive,joy,欢乐喜悦,0.10994572281936191,0.0,0.0,0.0,0.0,0.0,0.0,0.10994572281936191,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
李商隐,景阳井,唐,景阳宫井剩堪悲|不尽龙鸾誓死期|肠断吴王宫外水|浊泥犹得葬西施,景阳宫井剩堪悲不尽龙鸾誓死期肠断吴王宫外水浊泥犹得葬西施,Negative,sorrow,悲伤哀痛,0.31154729421322414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.31154729421322414,0.0,0.14217828215101067
黄庭坚,次韵中玉早梅二首,宋,梅蘂争先公不嗔|知公家有似梅人|何时各得自由去|相逐扬州作好春,梅蘂争先公不嗔知公家有似梅人何时各得自由去相逐扬州作好春,Implicit Positive,praise,称颂赞美,0.08453283499486222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
程嘉燧,西湖逢曹莘野二首（丁卯在金陵汪景纯旧馆教歌妓）,明,樽前犹见古秦青|传似韩娥旧典型|千载伤心事何限|长流哀怨入青冥,樽前犹见古秦青传似韩娥旧典型千载伤心事何限长流哀怨入青冥,Negative,sorrow,悲伤哀痛,0.20769819614214943,0.0,0.1777169988013427,0.0,0.0,0.0,0.17458343004804494,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.20769819614214943,0.0,0.0
六十七,乙丑立春得春字,淸,瑞兆农祥斗建寅|管弦声里万家春|遥知圣主行时令|日月光华淑气新,瑞兆农祥斗建寅管弦声里万家春遥知圣主行时令日月光华淑气新,Positive,praise,称颂赞美,0.16906566998972444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16906566998972444,0.0,0.0,0.0
唐之淳,十一月二十日夜陪我公校阅所抄唐人絶句诗因拟作五首奉献,明,姓字从头数|篇章爱好抄|唐朝人物盛|一一许神交,姓字从头数篇章爱好抄唐朝人物盛一一许神交,Implicit Positive,like,喜爱欣赏,0.22700002711671496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22700002711671496,0.0,0.0,0.0,0.08453283499486222,0.0,0.0,0.0
刘克庄,石塘感旧十绝,宋,三茔相望一牛鸣|来扫新松百感生|季札旋封丘哭墓|晋人谬谓圣忘情,三茔相望一牛鸣来扫新松百感生季札旋封丘哭墓晋人谬谓圣忘情,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
苏轼,题毛女真,宋,雾鬓风鬟木叶衣|山川良是昔人非|祇应闲过商颜老|独自吹箫月下归,雾鬓风鬟木叶衣山川良是昔人非祇应闲过商颜老独自吹箫月下归,Implicit Negative,criticize,批判指责,0.08885849940067135,0.0,0.08885849940067135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
邵濂,梳发,明,发白真堪惜|萧萧可奈何|西风吹病树|残叶苦无多,发白真堪惜萧萧可奈何西风吹病树残叶苦无多,Negative,fear,恐惧忧惧,0.11844210499474328,0.0,0.08885849940067135,0.0,0.0,0.11844210499474328,0.0,0.0,0.0,0.0,0.0,0.0,0.08453283499486222,0.10384909807107472,0.0,0.0
陆游,太息三首,宋,祷庙祈神望岁穰|今年中熟更堪伤|百钱斗米无人要|贯朽何时发积藏,祷庙祈神望岁穰今年中熟更堪伤百钱斗米无人要贯朽何时发积藏,Implicit Negative,sorrow,悲伤哀痛,0.10384909807107472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10384909807107472,0.0,0.0
陆文圭,宁华张尉卫辉人也因寇失官妻子为擄行乞归乡赠以二绝句,宋,南来憔悴一身存|归雁哀鸣久失群|莫怪夜行人不问|形容岂似故将军,南来憔悴一身存归雁哀鸣久失群莫怪夜行人不问形容岂似故将军,Implicit Negative,sorrow,悲伤哀痛,0.31154729421322414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31154729421322414,0.0,0.0
