poet,title,dynasty,text,polarity,split
范成大,读唐太宗纪,宋,建成回马欲驰归元吉行趋武德闱若使两人俱得去却于何处极兵威,Neutral,test
霍与瑕,和韵贺海屿公六旬初度,明,嘉客与贤主好景及良晨新月正当席微风不动尘,Implicit Positive,train
李之仪,路西田舍示虞孙小诗二十四首,宋,朝衣行市头颅落六印垂腰手足分旋煮河豚加鮆脍争如閒处醉醺醺,Implicit Negative,train
赵抃,次韵前人怀阙下偶成三首,宋,陟降三公捧寿觞羣臣蕃汉下成行天庭礼乐交修盛委佩拖绅极巽床,Implicit Positive,train
刘克庄,送明甫初筮十首,宋,博士今儒彦遥知讲席重汝宜束脩往吾亦执经从,Neutral,test
白玉蟾,徐仙,宋,采樵有遇才三日归路还家已十年自古得仙非苦节此坑安得号黄连,Neutral,test
方回,孚舟亭新成赋十绝,宋,南北东西四面看舸轩虽窄自心宽永无金马门边梦岂有黄牛峡里滩,Implicit Positive,train
曹勋,戏示子舍二首,宋,日日有花终日赏时时酌酒亦时醒今年剩得优游乐亭榜宜书醉景亭,Implicit Positive,train
何绛,宿滋广上人石湖精舍,明,纡回石路月高低曲槛层楼隔柳堤惆怅西园重到客一宵瓜地听乌啼,Implicit Negative,train
宋祁,和参政丁侍郎洛下新植小园寄留台张郎中二首,宋,名园新景极幽寻廊庙功名江海心广作岩扉容驷马他年此路待飞金,Implicit Positive,train
杨万里,风定过垂虹亭,宋,松江未过不胜愁过了垂虹百不忧忽见石湖山上塔定知塔背是苏州,Implicit Positive,train
文天祥,第一百六十四,宋,吴楚东南坼风云地一隅蹉跎暮容色不敢恨危途,Implicit Negative,train
辛弃疾,题金相寺浄照轩诗,宋,浄是浄空空即色照应照物物非心请看窗外一轮月正在碧潭千丈深,Neutral,train
张璪,琼花,宋,此花已去不须嗟亡国亡家总为他父老不知前日事逢人口口道琼花,Implicit Negative,train
元好问,步虚词三首,元,万神朝罢出通明和气欢声满玉京见说人间有新异绿章封事谢升平,Implicit Positive,train
杨起元,戊戌春日写怀,明,佳丽皇州又早春钟山佳气晓氤氲金陵六代空尘迹圣祖三才是首君,Positive,test
柯九思,宫词十五首,元,凤城女乐拥祥烟梵座春游浃管弦齐望綵楼呼万岁祥云只在五云边,Positive,train
刘过,代吴守与赵侯为寿,宋,气运由来有盛衰循环久已见天机黄山云散无尘滓上将腾光入紫微,Neutral,test
王安石,别鄞女,宋,行年三十已衰翁满眼忧伤祇自攻今夜扁舟来诀汝死生从此各西东,Negative,train
文天祥,至燕城第九十八,宋,百年不敢料先后无丑好绝境与谁同飘泊南庭老,Implicit Negative,train
屈大均,口占送姬人之母,明,而女归吾喜有孙佳人秀实慰慈萱阿婆不肯留相抱黄口娇啼讵忍言,Implicit Positive,train
元好问,山居杂诗六首,元,石润云先动桥平水渐过野阴添晚重山意向秋多,Implicit Positive,test
文天祥,阳罗堡第八,宋,日色隠孤戍大江声怒号朝廷任猛将宿昔恨滔滔,Implicit Negative,train
杨万里,过陈公径二首,宋,去岁陈公径里松船中仰看爱松风只今身在松风里下看江船西复东,Neutral,train
陈师道,寄豫章公三首,宋,愧无一缕破双团惯下姜盐枉肺肝誓酒不应忘此老论诗宁肯乞麤官,Implicit Negative,test
范成大,书怀二绝再送文季高兼呈新帅阎才元侍郎,宋,剑关云栈守非难函谷泥封久未刊今日汉中谁国士莫教春草上斋坛,Neutral,train
王维,寒食汜上作,唐,广武城边逢暮春汶阳归客泪沾巾落花寂寂啼山鸟杨柳青青渡水人,Implicit Negative,test
范成大,次韵袁起岩瑞麦此麦两岐山黄熟其间又出一青枝亦已秀实传记所未载也,宋,民和神福固其宜况有仁先四者施吴稻即看收再熟周牟先已秀双岐,Implicit Positive,train
文天祥,将军王安节第四十七,宋,激烈伤雄才直气横乾坤惆怅汗血驹见此忠孝门,Implicit Positive,train
萨都剌,常山纪行,元,蚕妇携筐入桑柘野猿抱子挂松萝绿阴门巷客呼酒黄犊山村人唱歌,Implicit Positive,test
张耒,夏日七首,宋,千蛙鸣噪污池水万蚁奔驰一腐虫得丧世间能几许冥冥高处有飞鸿,Implicit Negative,train
王安石,咏月三首,宋,江海清明上下兼碧天遥见一毫纤此时只欲浮云尽窟穴何妨有兔蟾,Implicit Positive,train
陆游,涧松,宋,药出山来为小草楸成树后困长藤涧松郁郁何劳叹却是人间奈废兴,Implicit Negative,train
文天祥,真州杂赋,宋,便把长江作界河负舟半夜泝烟波明朝方觉田文去追骑如云可柰何,Implicit Negative,train
刘克庄,久雨五首,宋,久断过从客尤妨刈穫夫羲和应烂醉晨起失金乌,Implicit Negative,train
黄庭坚,饮李氏园三首,宋,日暮凉风特特来醉呼红烛更传杯歌阑兴尽须归去不用繁蝉抵死催,Implicit Positive,test
李商隐,涉洛川,唐,通谷阳林不见人我来遗恨古时春宓妃漫结无穷恨不为君王杀灌均,Implicit Negative,train
韦庄,旅次甬西见儿童以竹枪纸旗戏为阵列主人叟曰斯子也三世没于阵思所袭祖父雠余因感之,唐,已闻三世没军营又见儿孙学战争见尔此言堪恸哭遣予何日望时平,Implicit Negative,test
钱时,登蜀阜,宋,竹径阴阴曲透墙岩花相倚弄秋光颓檐坏砌无人到不废西风满院香,Implicit Positive,train
杨万里,镊白,宋,止酒愁无那哦诗意已阑镊髭非急务也遣半时闲,Implicit Negative,test
范成大,四时田园杂兴六十首,宋,骑吹东来里巷喧行春车马闹如烟系牛莫碍门前路移系门西碌碡边,Implicit Positive,train
张之洞,永叹三首,淸,妄言处处触危机侍从忧时自计非解识篝灯悲愤意终羞揽袂道牛衣,Negative,train
苏轼,次韵曾子开从驾二首,宋,槐街绿暗雨初匀瑞雾香风满后尘清庙幸同观济济丰年喜复接陈陈,Positive,test
张耒,挂剑台,宋,上国归来岁月深悲嗟脱剑挂高林欲知不负徐君意便是当年让国心,Implicit Negative,train
陆游,村居书事六首,宋,修身世世诗书业营利明明市井人安得后生俱自好百年门户本来贫,Neutral,train
黄庭坚,重答,宋,莫怪东墙掷果频沈郎眉宇正青春自言多病腰围减依旧琼林照映人,Neutral,train
杨万里,题东西二梁山三首,宋,二梁双黛点东西牛渚看来活底眉阿敞画时微失手一眉高著一眉低,Implicit Positive,test
郑谷,席上贻歌者,唐,花月楼台近九衢清歌一曲倒金壶座中亦有江南客莫向春风唱鹧鸪,Implicit Positive,train
苏轼,睡起闻米元章冒热到东园送麦门冬饮子,宋,一枕清风直万钱无人肯买北窗眠开心暖胃门冬饮知是东坡手自煎,Implicit Positive,train
范成大,瑞香三首,宋,小槛移秀色端来媚禅房道人不解饮醺然醉天香,Implicit Positive,train
杨万里,感兴,宋,看书已怯短檠灯觅句犹锵涧水声诗瘦近来惟有骨可怜辛苦为虚名,Implicit Negative,test
陆游,行歌,宋,孤村小市负薪歌造物其如此老何灵药已能驱疾竖醇醪不用战悲魔,Implicit Positive,train
黄庭坚,谢五开府番罗袄,宋,叠送香罗浅色衣著来春色入书帷到家慈母惊相问为说王孙脱赠时,Implicit Positive,test
黄庭坚,又寄王立之,宋,南人羁旅不成归梦绕南枝与北枝安得孤根连夜发要当雪月羣明时,Implicit Negative,train
周紫芝,次韵罗仲共山村题咏十首,宋,丧乱何时定江村愁杀人日长空有睡花在不成春,Implicit Negative,train
欧阳修,望州坡,宋,闻说夷陵人为愁共言迁客不堪游崎岖几日山行倦却喜坡头见峡州,Implicit Positive,train
司马光,留别东郡诸僚友,宋,楚国良金百鍊精深藏求售价连城岂徒丰狱吹毛利兼有秦台照胆明,Implicit Positive,train
晏殊,上元,宋,金翠光中宝焰繁山楼高下鼓声喧两军伎女轻如鹘百尺竿头电线翻,Implicit Positive,train
邵宝,寿九十翁杨守愚,明,天顺年初仁寿堂宏治年中人瑞坊九十四年还此老仰看前辈益辉光,Positive,train
张孝祥,小憩孙氏竹轩观诸公诗,宋,种竹主人今白发题诗客子半青云北来南去何时了风月依然只此君,Implicit Positive,train
吴玉如,茂林居士忆琴百二绝句,近现代,几边残烛坐更阑瘦影支床枕未安愁泪如珠禁不得佯回头怕病人看,Negative,train
王安石,张工部庙,宋,使节纷纷下禁中几人曾到此城东独君遗像今如在庙食真须德与功,Implicit Positive,test
王安石,垂虹亭,宋,坐觉尘襟一夕空人间似得羽翰通暮天窈窈山衔日爽气骎骎客御风,Implicit Positive,train
陈宓,送陈国正,宋,美誉清名世所推南州曾作几人师不迟班鬓登台省却喜青云得路岐,Positive,test
陆游,物外杂题八首,宋,送客停山步寻僧立寺门青鞋惯泥潦却爱雨昏昏,Implicit Positive,test
陆游,秋怀四首,宋,少年万里度关河老遇秋风感慨多草圣诗情元未减若无明镜奈君何,Implicit Negative,test
黎贞,桃梨榴荔四果图为邓生士齐题四首,明,御宿樊川百果宗笑含曾荐茂陵宫古今嘉赏多如雨只有潘郎赋最工,Implicit Positive,test
王建,寄同州田长史,唐,除听好语耳常聋不见诗人眼底空莫怪出城为长史总缘山在白云中,Implicit Negative,train
杨万里,午热登多稼亭五首,宋,御风不必问雌雄只有炎风最不中却是竹君殊解事炎风筛过作清风,Implicit Positive,train
于鹄,登古城,唐,独上闲城却下迟秋山惨惨冢累累当时还有登城者荒草如今知是谁,Negative,test
温庭筠,三月十八日雪中作,唐,芍药蔷薇语早梅不知谁是艳阳才今朝领得春风意不复饶君雪里开,Implicit Positive,test
黄庭坚,再次韵四首,宋,万国归心天不言诸儒争席异临轩圣功典学形歌颂更觉曹刘不足吞,Positive,train
刘克庄,杂记十首,宋,养成河北贼挑致海东夷空国坐朋字乱华由党碑,Negative,train
郑用锡,戏赠鹤珊,淸,托迹潜园宇宙宽故乡岁月乐盘桓使君疑是陶宏景既爱山林更爱官,Neutral,train
苏轼,次韵杨公济奉议梅花十首,宋,月地云阶漫一樽玉奴终不负东昏临春结绮荒荆棘谁信幽香是返魂,Neutral,train
范成大,严关,宋,回看瘴岭已无忧尚有严关限北州裹饭长歌关外去车如飞电马如流,Implicit Positive,train
杨继盛,九日昆峯赐饮拟和刘静修先生九日九饮歌韵体,明,二饮停杯歌二歌西风短髪任婆娑四时佳兴俱堪赏谁道当秋百感多,Implicit Negative,train
刘克庄,夏旱四首,宋,甚歉不烦官踏旱先输莫待吏催租辛勤终日拾遗穗展转通宵据槁梧,Implicit Negative,train
陆游,不如茅屋底四首,宋,火齐堆盘起珊瑚列库藏不如茅屋底父子事耕桑,Neutral,train
吴锡畴,冬日,宋,谁人雅趣似林逋绕屋栽梅入画图淡日笼晴霜转暖从头看过有花无,Implicit Positive,train
黄庭坚,次韵谢公定王世弼赠答二绝句,宋,何用苦吟肝肾愁但知把酒更无忧声名本不关人事看取青门一故侯,Neutral,train
宋应星,怜愚诗四十二首,明,气散魂游骨已枯荒坟速朽返虚无活人不去寻生计只望堪舆指穴图,Negative,train
寇准,秋日晚晴池上作,宋,雨歇南山积翠明淡云消尽远天晴漪涟不动秋塘静独拄寒筇遶岸行,Implicit Positive,train
湛若水,赠韶郡侯陈君豹谷考绩之京诗,明,良知何似良能实实即良能是所知使君报政真何政天下知能可达之,Implicit Positive,test
文天祥,陈督干第一百二十五,宋,挺身艰难际虎穴连里闾高天意悽恻同尽随丘墟,Implicit Negative,train
朱朴,孝子顾子芳刻木为母奉事如生及顺继母慈孝相感以诗嘉之二首,明,刻木为娘刻意深视成怡悦听成音雕工易刻慈亲貌难刻人间孝子心,Positive,test
范成大,题画卷五首,宋,凿落秋江水石明高枫老柳两滩横君看叠巘云容变又有中宵雨意生,Implicit Positive,train
黄庭坚,题伯时画观鱼僧,宋,横波一网腥城市日暮江空烟水寒当时万事心已死犹恐鱼作故时看,Implicit Negative,train
陆游,冬初出游二首,宋,蹇驴渺渺涉烟津十里山村发兴新青旆酒家黄叶寺相逢俱是画中人,Implicit Positive,test
苏辙,二月望日雪二绝,宋,玄冥留雪恼中春损麦伤花病老人已典布裘捐衲袜朝来酒尽乞比邻,Implicit Negative,train
卢龙云,观迎春四首,明,春到江南觉独先蓂开三叶景初妍阳和散作人间乐社酒新丰美十千,Implicit Positive,train
白居易,江郎山,唐,林虑双童长不食江郎三子梦还家安得此身生羽翼与君来往共烟霞,Implicit Negative,train
陆游,山村经行因施药五首,宋,耕佣蚕妇共欣然得见先生定有年扫洒门庭拂床几瓦盆盛酒荐豚肩,Implicit Positive,train
许及之,皇帝閤春帖子,宋,紫宸殿下迎春仗德寿宫中家庆图帝有双亲齐万寿天教五岳总三呼,Positive,train
王安石,春日即事,宋,池北池南春水生桃花深处好闲行细思扰扰梦中事何用悠悠身后名,Implicit Positive,train
刘过,代欧阳丞上韩平章,宋,玉立堂堂社稷臣人言忠献是前身三生昼锦堂前梦莫忘当年作记人,Neutral,train
寇准,有寄,宋,金陵烟草绿玉塞霜天白万里隔关山年来断消息,Implicit Negative,test
王安石,梦中作,宋,青门道北云为屋大垆贮酒千万斛独龙注雨如车轴不畏不售畏不续,Neutral,train
王庭珪,和葛德裕寄纸觅兰四绝句,宋,丽句云笺敌夜光穷儿得宝但能藏惭无好语酬佳惠徒咏春洲杜若香,Implicit Positive,test
杨万里,寒食雨中同舍约游天竺得十六绝句呈陆务观,宋,破雨游山也莫嫌却缘山色雨中添人家屋里生松树穿出茅檐却覆檐,Implicit Positive,test
李涉,再游头陀寺,唐,无因暂泊鲁阳戈白发兼愁日日多只恐雪晴花便尽数来山寺亦无他,Implicit Negative,train
元稹,苍溪县寄扬州兄弟,唐,苍溪县下嘉陵水入峡穿江到海流凭仗鲤鱼将远信雁回时节到扬州,Implicit Positive,train
王世贞,挽金坛曹生生今太史公爱子也美秀而文弱冠摧折余虽素昧颜色颇辱神契陆汝陈来徵薤露之章因成五絶俾歌而焚之墓,明,只解新词入锦嚢不知天上爱文章玉楼应是春光好肯恋君家白玉堂,Implicit Negative,train
萨都剌,春日偶成,元,踏马归来过早春空阶已见草如茵东风吹绿青溪柳马上轻寒不著人,Implicit Positive,train
杨万里,答提点纲马驿程刘修武翰二首,宋,公干当年子建亲景文今代大苏宾绝知将种仍诗种不放骚人与外人,Implicit Positive,train
王夫之,忍俊九首,明,苦为侯城惜道穷姚师闲泪洒秋风螟蛉若续读书种上计偷香是贾充,Implicit Negative,train
萨都剌,题李漑之送别诗卷,元,清平三曲动明皇四海知名李白狂把酒探春送行客挥毫字字栁花香,Implicit Positive,train
晁补之,夜闻慎思吟讽,宋,疏林小雨月胧明商颂琅琅半夜声邓子弓强殊未发欲驰桑本犯坚城,Neutral,train
张国才,曹仁宪谨荣寿七言截句,淸,当秋九月庆华筵老圃黄花晚节妍雨露如今逢圣世栽培长此乐尧天,Positive,train
朱淑真,春日杂书十首,宋,月筛窗幌好风生病眼伤春泪欲倾写字弹琴无意绪踏青挑菜没心情,Implicit Negative,train
晁说之,我屋,宋,窈窕吾山好栏杆我屋宜胡然名未著不得谢公诗,Neutral,train
苏轼,郭熙秋山平远二首,宋,目尽孤鸿落照边遥知风雨不同川此间有句无人识送与襄阳孟浩然,Implicit Negative,test
范成大,次韵乐先生除夜三绝,宋,床头历日鬓丝丝懒倦慵吟守岁诗宜入新年须吉利明朝把笔写门楣,Implicit Positive,train
张耒,初离陈寄孙户曹兄弟,宋,三年流落寓于陈一命青衫淮水滨城北桥边长送别扁丹今自作行人,Implicit Negative,test
陈宓,见月,宋,皓月忽从墙角见好风时送竹声来事随日出无时暇薄暮尘襟始一开,Positive,train
苏辙,舟过严陵滩将谒祠登台舟人夜解及明已远至桐庐望桐君山寺缥缈可爱遂以小舟游之二绝,宋,扁舟怱草出山来惭愧严公旧钓台舟子未应知此恨梦中飞楫定谁催,Implicit Positive,train
李涉,奉使淮南,唐,汉使徵兵诏未休两行旌旆接扬州试上高楼望春色一年风景尽堪愁,Negative,train
方回,三天竺还五首,宋,城中决定少新诗便向湖光也未宜我有新诗无数处三天竺路笋舆迟,Implicit Positive,test
陆游,杂兴四首,宋,一春妍暖无多日八十康强有几人学不名家空自苦路边醉倒却关身,Implicit Negative,train
刘禹锡,伤桃源薛道士,唐,坛边松在鹤巢空白鹿闲行旧径中手植红桃千树发满山无主任春风,Implicit Negative,train
林希逸,长门怨回文,宋,伤情暗断恩和爱抆泪空添怨与愁霜透衣寒轻卷袖月移窗去罢吹箫,Negative,test
刘克庄,三和妆字韵陈魁载酒,宋,荣途素定不须忙羞作春妍爱古妆众促夺袍诗进御君宁微服夜归乡,Implicit Positive,train
耶律铸,丁灵二首,元,月朘日蹙漫逃天迫胁丁令地一边怅不似从东海畔联珠营直到虞渊,Implicit Negative,train
杨万里,晓坐,宋,拂晓文书已罢休却披诗卷散闲愁只惊两眼生光彩日到东窗半角头,Implicit Positive,test
陆游,东轩,宋,榴花零落满苍苔薝卜忘忧亦已开湖海片帆先已具少安无躁待秋来,Implicit Positive,train
杨万里,都下无忧馆小楼春尽旅怀二首,宋,不关老去愿春迟只恨春归我未归最是杨花欺客子向人一一作西飞,Implicit Negative,train
李履庵,醉歌赠何立民,近现代,一醉能蠲百忧患桮盘风雨咄嗟瓣倡狂阮籍但今歌蝴蝶庄周俱化幻,Implicit Positive,train
范成大,缓带轩独坐,宋,午日烘开豆蔻苞檐尘飞动雀争巢蒙蒙困眼无安处閒送炉烟到竹梢,Neutral,train
刘克庄,兼诸司二首,宋,白头忽有印累累符牒如山退食迟但见旋添庭下事不知顿减集中诗,Neutral,train
刘克庄,立春二首,宋,枯槁蒙膏润谁非喜雨人儿童翻懊恼惜不看鞭春,Implicit Positive,train
白玉蟾,江头,宋,江上初收雨云头尚恋山归帆巡古岸晴草守沧湾,Implicit Positive,train
陆游,梦游三首,宋,九秋风露洗头盆万里云烟腰带鞓小瓮松醪知已熟与君烂醉不须醒,Positive,test
赵公豫,桃花,宋,亭亭一树灿窗前气暖风和分外妍何必桃源寻异处此间谈笑亦神仙,Implicit Positive,test
刘禹锡,吕八见寄郡内书怀因而戏和,唐,文苑振金声循良冠百城不知今史氏何处列君名,Neutral,train
陆游,闲中自咏二首,宋,声名本自不关身富贵元知与祸邻但恨平生闲不足再来真作卧云人,Implicit Positive,train
刘宰,和陈校书祈雨有应,宋,一念忧民敢惮烦肩舆得得款祠坛莫嫌勺水能多少自是壶中世界宽,Implicit Positive,test
连横,关中纪游诗,近现代,驱车城外访阿房舞殿歌台迹渺茫六国自亡秦亦灭楚人一炬太猖狂,Implicit Negative,train
梅尧臣,惜春三首,宋,春色斗空花亦休绿园深锁更谁游残枝遗萼不中看暮雨霏霏起暗愁,Implicit Negative,train
吴镇,明月湾,元,月华滟滟水悠悠圆月沈时曙色浮自笑驱驰亦如月东来西去几时休,Implicit Negative,train
李绅,答章孝标,唐,假金方用真金镀若是真金不镀金十载长安得一第何须空腹用高心,Implicit Positive,train
刘长卿,将赴南巴至馀干别李十二,唐,江上花催问礼人鄱阳莺报越乡春谁怜此别悲欢异万里青山送逐臣,Implicit Negative,train
白居易,代州民问,唐,龙昌寺底开山路巴子台前种柳林官职家乡都忘却谁人会得使君心,Implicit Negative,train
释了惠,五祖栽松六祖担柴赞,宋,恨杀老头陀山移恨不磨吾今担头重为汝种松多,Neutral,test
杨万里,同岳大用甫抚干雪后游西湖早饭显明寺步至四圣观访林和靖故居观鹤听琴得四绝句时去除夕二日,宋,道堂高绝俯空明上下跻攀取意行浄阁虚廊人寂寂鹤声断处忽琴声,Neutral,train
项安世,十七弟生日用其韵,宋,寿星合在角亢旁为尔来临翼轸乡日向绣床添永算云纵书观发嘉祥,Positive,train
文天祥,入狱第一百一,宋,行行见羁束斯人独憔悴欲觉闻晨钟青灯死分翳,Implicit Negative,train
刘克庄,大行皇帝挽诗六首,宋,临照三千界涵濡四十春沙难量福寿天不大尧仁,Negative,train
朱淑真,春日亭上观鱼,宋,春暖长江水正清洋洋得意漾波生非无欲透龙门志只待新雷震一声,Implicit Positive,test
武衍,恭谢庆成诗十阕,宋,大官宣劝礼优宽中殿妃嫔各尽欢和气满城天色好不妨直际晚回銮,Implicit Positive,train
杜牧,长安雪后,唐,秦陵汉苑参差雪北阙南山次第春车马满城原上去岂知惆怅有闲人,Implicit Negative,train
刘长卿,江中对月,唐,空洲夕烟敛望月秋江里历历沙上人月中孤渡水,Implicit Negative,train
白玉蟾,睡起,宋,清似垂竿钓楚江酒兵已退睡魔降霜风吹破梅花晓雾月飞浮竹影窗,Neutral,train
方翥,出户,宋,出户春光刮眼明远云迟日庆初晴偶来傍树寻梅子时听新蝉叶底声,Implicit Positive,train
宋祁,柏树,宋,昔托孤根百仞溪何年移植对芳蹊云岩烈麝相思久怅望清香未满脐,Implicit Negative,train
王十朋,僖公,宋,僖公能继伯禽风盛德揄扬鲁颂中惟有春秋用王法不轻一字曲褒公,Neutral,train
高启,见燕至,明,初来如报社前春好宿茅檐伴客身莫入江南旧庭院杏花风雨总无人,Implicit Negative,train
白玉蟾,奉酬臞庵李侍郎,宋,坐对梅花撚白须吟边有酒不须酤松窗昨夜冰生砚冻合银床读易朱,Neutral,train
黄庭坚,陪师厚游百花洲槃礴范文正祠下道羊昙哭谢安石事因读生存华屋处零落归山丘为十诗,宋,伤心祠下亭在时公燕处临水不相猜江鸥会人语,Negative,train
刘克庄,三叠,宋,春意萌于肃杀中玄冥信有斡回功东皇太一无情甚吹去才消几阵风,Implicit Negative,train
方回,后天易吟三十首,宋,亨嘉谁不愿贞固士之常乾体充刚健坤爻认直方,Neutral,train
朱淑真,答求谱,宋,雨好解开花百结风恬扶起柳三眠春醲酽处多伤感那得心情事管弦,Neutral,train
王安石,俞秀老忽然不见,宋,忽去飘然游冶盘共疑枝策在梁端禅心暂起何妨寂道骨虽清不畏寒,Neutral,test
张耒,春日怀临汝园,宋,西江逆上通清汝凭仗双鱼致我词若向池边见鸿雁为言春至苦相思,Implicit Negative,test
白居易,衰荷,唐,白露凋花花不残凉风吹叶叶初乾无人解爱萧条境更绕衰丛一匝看,Implicit Positive,test
释道济,闻王妈妈家做小祥功德作二首,宋,妈妈好善结良缘斋僧不论圣和凡经资斋衬明舍施少间暗里送来还,Implicit Positive,train
施枢,至日谒庙吴山见日初出,宋,曦龙浴海上扶桑云表辉芒烛万方史观缤纷书瑞色禁城奕烨锁祥光,Positive,train
何吾驺,思妇吟五首,明,妾纫忘忧草郎佩合欢花郎去花憔悴萱草亦生嗟,Implicit Negative,train
高启,观军装十咏·弓,明,燕角号良材楼烦劈未开秋风悬臂出何处一鸧来,Neutral,train
赵佶,宫词,宋,史女荣当执笔权事沿毫楮待承宣一回写著推恩字特地欣愉择素笺,Implicit Positive,train
苏轼,广陵后园题扇子,宋,露叶风枝晓自匀绿阴青子净无尘闲吟绕屋扶疏句须信渊明是可人,Implicit Positive,train
杨万里,自嘲白须三首,宋,强惜数茎须惟愁白却渠朝来都白尽愁惜两何如,Implicit Negative,train
陈宓,初到延平会四邑宰,宋,是邦凋瘵古来无只为从前有羡馀第一切须除此弊庶几民力少能舒,Implicit Positive,train
王仲修,宫词,宋,尧舜慈仁性自然爱民如子食为天都门瑞雪深盈尺彤管应书大有年,Implicit Positive,train
苏轼,戏咏饊子赠邻妪,宋,纤手搓来玉色匀碧油煎出嫩黄深夜来春睡知轻重压匾佳人缠臂金,Implicit Positive,train
陆游,感旧绝句七首,宋,半红半白官池莲半醒半醉女郎舩鸳鸯惊起何曾管折得双头喜欲颠,Implicit Positive,train
陈师道,戏元弼,宋,浊泾清渭不同源世好因循到子孙只待白头能潦倒不虞青眼已澜翻,Neutral,train
黄庭坚,再和元礼春怀十首,宋,行云行雨迷三峡归凤求凰振九苞月白花红倾酒满不将春色等闲抛,Implicit Positive,train
杨万里,德寿宫庆寿口号,宋,天父晨兴未出房君王忍冷立风廊忽然鸣跸珠帘捲万岁声传震八荒,Positive,train
寇准,重到进公院,宋,伍年重到支公院物态人情尽不同唯有寒柽暗秋色依然蝉噪夕阳中,Implicit Negative,train
陆游,睡觉作二首,宋,世言黄帝华胥境千古蓁荒孰再游但解消摇化蝴蝶不须富贵慕蚍蜉,Implicit Positive,train
彭龟年,劝输租,宋,佃氓输课稍逡巡排日呼来不厌频认取私家催米意莫憎门外督租人,Implicit Negative,train
王建,夜闻子规,唐,子规啼不歇到晓口应穿况是不眠夜声声在耳边,Negative,train
朱淑真,自责二首,宋,闷无消遣只看诗又见诗中话别离添得情怀转萧索如知伶俐不如痴,Negative,train
李纲,致奠张柔直知郡龙图以诗四章哭之书置灵几以代祭文,宋,一枰两浅旧相期叹息君今愿已违却把荔枝三奠酒数行衰泪湿深衣,Negative,test
江源,悼亡二十五首,明,物在人亡无见期冷猿秋雁不胜悲天长地久有时尽此恨绵绵未易衰,Negative,train
邓林,春草图,明,生意欣欣满目前乾坤大德信无偏池塘昨夜经春雨对此令人忆惠连,Neutral,train
萨都剌,去吴留别于寿道陈子平诸友,元,吴堤杨栁雨霏霏四月犹寒总夹衣此去孤舟无好伴空江惟见白鸥飞,Implicit Negative,train
朱淑真,七夕口占,宋,三秋灵匹此宵期万古传闻果是非免俗未能还自笑金针乞得巧丝归,Implicit Positive,train
范梈,春日西郊四首,元,佳人不让海棠娇喜见天晴挹露饶若使有诗宁费日便令无酒亦终朝,Implicit Positive,train
晓青,庚申元旦,淸,又是从头起无端笑一新盛衰何预汝冷暖亦随人,Neutral,test
李商隐,忆梅,唐,定定住天涯依依向物华寒梅最堪恨常作去年花,Implicit Negative,train
苏辙,次韵黄庭坚学士猩毛笔,宋,不悟身边一斗红圣贤随世亦时中何人知有中书巧缚送能书陈孟公,Implicit Positive,train
文天祥,第一百九十四,宋,黎民困逆节残孽驻艰虞孰云网恢恢自及枭獍徒,Implicit Negative,train
吴惟信,闺怨,宋,病起伤春独倚门唤人鹦鹉隔帘闻无情最是东风恶瘦却梨花一片云,Negative,train
许浑,下第怀友人,唐,独掩衡门花盛时一封书信缓归期南宗更有潇湘客夜夜月明闻竹枝,Implicit Negative,train
白玉蟾,次韵永兴王宰游钟成观,宋,万斛苍烟恋钓矶一川秋绿漾清晖空明隠映流光薄翻忆当年苏紫微,Implicit Positive,test
晏殊,题巩县西门周襄王庙,宋,人来人去市朝变山后山前烟雾凝萦带二川河洛水寂寥千古帝王陵,Implicit Negative,train
陆游,汪给事太夫人程氏挽辞,宋,爵邑恩荣盛乡闾誉望尊儒科传累叶上寿萃高门,Implicit Positive,train
司马光,昌言有咏石髪诗三章模写精楷殆难复加仆虽未睹兹物而已若识之久者辄复强为三诗以继其后非敢庶几肩差适足为前诗之舆台耳,宋,琅菜来从若木边非膏非沐绿宛延玉盘委积羞佳客不是陶家无馔钱,Implicit Positive,test
寇准,海康西馆有怀,宋,风露凄清西馆静悄然怀旧一长叹海云销尽金波冷半夜无人独凭栏,Implicit Negative,train
高启,折杨柳歌词二首,明,江头横吹悲北客休南去闻道武昌门愁人无别树,Implicit Negative,train
陆游,书意三首,宋,篱角绯桃落渐稀晚风吹去点苔矶挥金岂必如疏傅二亩春秧也是归,Implicit Positive,train
杨万里,过望亭六首,宋,窗间雨打泪新斑破处风来叫得酸若是诗人都富贵遣谁忍饿遣谁寒,Implicit Negative,train
陈岩,九子峰,宋,小大扶携作伴行欢然恋恋意相倾信知万古山头石还有人间母子情,Positive,train
洪咨夔,谨和老人初冬寓笔十绝,宋,两仪亦有盈亏数万物难逃出入机一把牙筹空自苦盖棺着得几通衣,Implicit Negative,train
苏轼,皇太后阁六首,宋,瑞日明天仗仙云拥寿山倚栏春昼永金母在人间,Implicit Positive,train
周宪王,元宫词（一百三首）,明,按舞婵娟十六人内园乐部每承恩缠头例是宫中赏妙乐文殊锦最新,Implicit Positive,train
陆游,纵笔四首,宋,昼倦夜常成美睡病多老却未全衰归从册府犹披卷了却官书更赋诗,Implicit Positive,train
李商隐,霜月,唐,初闻征雁已无蝉百尺楼高水接天青女素娥俱耐冷月中霜里斗婵娟,Neutral,test
