title,poet,dynasty,full_text,true_5class,true_5desc,true_3class,pred_3class,correct,is_implicit
第一百九十四,文天祥,宋,黎民困逆节残孽驻艰虞孰云网恢恢自及枭獍徒,2,implicit negative（隐性负面）,negative,negative,True,True
闺怨,吴惟信,宋,病起伤春独倚门唤人鹦鹉隔帘闻无情最是东风恶瘦却梨花一片云,1,negative（显性负面）,negative,neutral,False,False
下第怀友人,许浑,唐,独掩衡门花盛时一封书信缓归期南宗更有潇湘客夜夜月明闻竹枝,2,implicit negative（隐性负面）,negative,positive,False,True
次韵永兴王宰游钟成观,白玉蟾,宋,万斛苍烟恋钓矶一川秋绿漾清晖空明隠映流光薄翻忆当年苏紫微,4,implicit positive（隐性正面）,positive,positive,True,True
题巩县西门周襄王庙,晏殊,宋,人来人去市朝变山后山前烟雾凝萦带二川河洛水寂寥千古帝王陵,2,implicit negative（隐性负面）,negative,negative,True,True
汪给事太夫人程氏挽辞,陆游,宋,爵邑恩荣盛乡闾誉望尊儒科传累叶上寿萃高门,4,implicit positive（隐性正面）,positive,positive,True,True
昌言有咏石髪诗三章模写精楷殆难复加仆虽未睹兹物而已若识之久者辄复强为三诗以继其后非敢庶几肩差适足为前诗之舆台耳,司马光,宋,琅菜来从若木边非膏非沐绿宛延玉盘委积羞佳客不是陶家无馔钱,4,implicit positive（隐性正面）,positive,neutral,False,True
海康西馆有怀,寇准,宋,风露凄清西馆静悄然怀旧一长叹海云销尽金波冷半夜无人独凭栏,2,implicit negative（隐性负面）,negative,negative,True,True
折杨柳歌词二首,高启,明,江头横吹悲北客休南去闻道武昌门愁人无别树,2,implicit negative（隐性负面）,negative,neutral,False,True
书意三首,陆游,宋,篱角绯桃落渐稀晚风吹去点苔矶挥金岂必如疏傅二亩春秧也是归,4,implicit positive（隐性正面）,positive,negative,False,True
过望亭六首,杨万里,宋,窗间雨打泪新斑破处风来叫得酸若是诗人都富贵遣谁忍饿遣谁寒,2,implicit negative（隐性负面）,negative,neutral,False,True
九子峰,陈岩,宋,小大扶携作伴行欢然恋恋意相倾信知万古山头石还有人间母子情,5,positive（显性正面）,positive,positive,True,False
谨和老人初冬寓笔十绝,洪咨夔,宋,两仪亦有盈亏数万物难逃出入机一把牙筹空自苦盖棺着得几通衣,2,implicit negative（隐性负面）,negative,neutral,False,True
皇太后阁六首,苏轼,宋,瑞日明天仗仙云拥寿山倚栏春昼永金母在人间,4,implicit positive（隐性正面）,positive,positive,True,True
元宫词（一百三首）,周宪王,明,按舞婵娟十六人内园乐部每承恩缠头例是宫中赏妙乐文殊锦最新,4,implicit positive（隐性正面）,positive,positive,True,True
纵笔四首,陆游,宋,昼倦夜常成美睡病多老却未全衰归从册府犹披卷了却官书更赋诗,4,implicit positive（隐性正面）,positive,neutral,False,True
霜月,李商隐,唐,初闻征雁已无蝉百尺楼高水接天青女素娥俱耐冷月中霜里斗婵娟,3,neutral（中性）,neutral,positive,False,False
跋张敞画眉图,刘克庄,宋,列岫新眉淡复浓黛螺百斛不堪供回头却笑张京兆只扫闺中两点峰,3,neutral（中性）,neutral,negative,False,False
微凉,寇准,宋,高桐深密间幽篁乳燕声稀夏日长独坐水亭风满袖世间清景是微凉,4,implicit positive（隐性正面）,positive,positive,True,True
夜题玉泉,白居易,唐,遇客多言爱山水逢僧尽道厌嚣尘玉泉潭畔松间宿要且经年无一人,3,neutral（中性）,neutral,positive,False,False
寿昌,刘克庄,宋,山路泥深雪未乾病身初怕浙西寒新年台历无人寄且就村翁壁上看,2,implicit negative（隐性负面）,negative,positive,False,True
题郭熙画扇,李之仪,宋,袅袅凉风八月初试挥椽笔写江湖还家预想迎门喜争问今年得意无,4,implicit positive（隐性正面）,positive,positive,True,True
哭尹玉,文天祥,宋,团练濠州庙赣川官其二子赐良田西台捕逐多亡将还有焚黄到墓前,2,implicit negative（隐性负面）,negative,positive,False,True
苍玉亭,陈轩,宋,我爱汀州好山川秀所钟阁前横潏水亭畔列奇松,4,implicit positive（隐性正面）,positive,positive,True,True
虞姬墓,饶节,宋,风悲月黑楚歌闻泣下虞兮夜未分千骑星飞向前死不知谁为闭荒坟,1,negative（显性负面）,negative,negative,True,False
题宜男便面寄朱铭甫二首,顾璘,明,宜男照耀后庭春笑杂兰芽揷鬓唇良夜绣帷传吉梦双双抱送玉麒麟,5,positive（显性正面）,positive,positive,True,False
买砚碑,赵孟坚,宋,恰在贳金醉砚直又逢古洛蔡公碑摩挲不忍教他去笑杀典衣偿直时,3,neutral（中性）,neutral,positive,False,False
送中座主入广,释重显,宋,舶主船中寄惠持云霞无迹共依依海山见说多嘉赏莫便因循忘却归,3,neutral（中性）,neutral,positive,False,False
寄韩樽,岑参,唐,夫子素多疾别来未得书北庭苦寒地体内今何如,2,implicit negative（隐性负面）,negative,negative,True,True
秋兴十二首,陆游,宋,樵客高僧两断蓬偶同烟榜泛秋风栖贤雪夜匆匆别岂意相逢在剡中,4,implicit positive（隐性正面）,positive,negative,False,True
江上送别,寇准,宋,浪叠春江远树微落花风雨共凄凄愁人此际肠须断况是登临更送归,2,implicit negative（隐性负面）,negative,neutral,False,True
咏谷,王安石,宋,可怜台上谷转目已阴繁不解诗人意何为乐彼园,3,neutral（中性）,neutral,neutral,True,False
花笑,释宝昙,宋,爱花无处奈花羞著个东风好諢休不是笑花花自笑一春几日得迟留,5,positive（显性正面）,positive,positive,True,False
书枕屏四首,陆游,宋,心若冰将释貌如儿未孩青城上官叟时入梦中来,3,neutral（中性）,neutral,positive,False,False
题祥符寺,姚勉,宋,山在云间几上梯最高缘有福王祠尚怜不及楼前木得见祥符极盛时,3,neutral（中性）,neutral,positive,False,False
书怀绝句五首,陆游,宋,不到天台三十年草庵犹记宿云边老僧晓出松门去手挈军持取涧泉,3,neutral（中性）,neutral,neutral,True,False
宫词,宋白,宋,天玉风清北内闻东朝相庆册储君春坊晓奏元良瑞鸡戟门西现彩云,4,implicit positive（隐性正面）,positive,positive,True,True
梅花绝句十首,陆游,宋,探春岁岁在天涯醉里题诗字半斜今日溪头还小饮冷官不禁看梅花,4,implicit positive（隐性正面）,positive,positive,True,True
答陈璘司户,刘克庄,宋,丞相诗高妙诸孙亦复奇惠连康乐弟子美审言儿,4,implicit positive（隐性正面）,positive,positive,True,True
鹤鸣亭绝句四首,辛弃疾,宋,清欢那复笑开口閒事长令闷破头更有不堪萧索处西风过了菊花秋,1,negative（显性负面）,negative,positive,False,False
俳体雪香亭杂咏十二首,元好问,元,诗仙诗鬼不谩欺时事先教梦里知禁苑又经人物散荒凉台榭水流迟,2,implicit negative（隐性负面）,negative,positive,False,True
与复古叔读横渠正蒙书,乐雷发,宋,惆怅枯株无晬盘云横太白梦魂寒半生骄吝如蜗缩自把西铭反覆看,1,negative（显性负面）,negative,negative,True,False
秦淮曲中词,屈大均,明,傅寿清歌绝可怜活泉真岕善烹煎茶经写出人争购字比曹娥态更妍,5,positive（显性正面）,positive,positive,True,False
跋潘岳悼亡一首,刘克庄,宋,长恨齐眉人已往可怜尊足者犹存乃知剑履图麟阁不似琴书隠鹿门,1,negative（显性负面）,negative,negative,True,False
寿运使,芹庵,宋,白叟黄童喜色开诞辰喜遇福星来满城牵挽问衙探祝寿明晨荐几杯,5,positive（显性正面）,positive,positive,True,False
初冬杂咏八首,陆游,宋,俗缘已断宁容续幽事虽多不厌增折简迎医看病鹿舂粳炊饭供游僧,3,neutral（中性）,neutral,positive,False,False
冬日过崔侍郎墓,赵完璧,明,残麟萧索半梅开潮咽悲风万古哀金盌玉鱼犹地下行人谁谒侍郎来,2,implicit negative（隐性负面）,negative,negative,True,True
北堂斋居示秬秸,张耒,宋,穷腊贫家絺纻单可堪过雨夜堂寒屏除荤酒神应爽谈笑诗书乐未閒,4,implicit positive（隐性正面）,positive,positive,True,True
琴酒,白居易,唐,耳根得听琴初畅心地忘机酒半酣若使启期兼解醉应言四乐不言三,4,implicit positive（隐性正面）,positive,positive,True,True
贺郑枢齐,刘子寰,宋,已观瑚琏登宗庙未觉龙渊露颖铓好看和风将瑞露更飞紫电极青霜,5,positive（显性正面）,positive,positive,True,False
病起,吴师道,元,单衣小立怯西风病骨诗愁冷淡中一片清秋在何处豆花篱落雨濛濛,2,implicit negative（隐性负面）,negative,negative,True,True
次韵东坡梅花十绝,李之仪,宋,病馀憔悴拊空尊子细思量意却昏便觉阳和振枯槁不须方士致幽魂,4,implicit positive（隐性正面）,positive,negative,False,True
喜雨投詹信州口号六首,赵蕃,宋,久晴政为收蚕麦好雨从今及稻禾试向诸生选何武要歌乐职颂中和,5,positive（显性正面）,positive,positive,True,False
送翰林宋先生致仕归金华二十五首,孙蕡,明,祖考荣封宠数优君王亲为制词头临流好起云章阁高压清风八咏楼,5,positive（显性正面）,positive,positive,True,False
土马村,刘克庄,宋,村墟薪湿米如金犹记来时腊雪深曾有小诗题岁月店荒无壁可追寻,2,implicit negative（隐性负面）,negative,negative,True,True
戏书二首,范成大,宋,羣儿欺老少陵穷口燥唇乾发漫冲颠沛须臾犹执礼古来惟有一高共,4,implicit positive（隐性正面）,positive,negative,False,True
春尽夜坐三首,杨万里,宋,病夫说病诉旁人它自开眉我自颦后有病夫看病句不须告诉亦沾巾,2,implicit negative（隐性负面）,negative,negative,True,True
题赵君发牧牛图,韩驹,宋,王孙岂识田家趣妙画聊因好古收惟有野人开卷笑忆骑牛背下西畴,4,implicit positive（隐性正面）,positive,neutral,False,True
晏起,韦庄,唐,尔来中酒起常迟卧看南山改旧诗开户日高春寂寂数声啼鸟上花枝,2,implicit negative（隐性负面）,negative,positive,False,True
恭谢庆成诗十阕,武衍,宋,乐奏仙韶进寿觥觚棱风细宝香清隔帘微见龙颜启缘是优人有笑声,5,positive（显性正面）,positive,positive,True,False
陈日华侍儿读书,姜夔,宋,绎句寻章久未休花房日晏不梳头谁教郎主能多事乞与冥冥千古愁,1,negative（显性负面）,negative,negative,True,False
黄华峪十绝句,元好问,元,团团石瓮琢青瑶仰面看云觉动摇谁著天瓢洒飞雨半空翻转玉龙腰,3,neutral（中性）,neutral,neutral,True,False
立春内中帖子词,刘才邵,宋,飞霙顷报丰年庆天瑞由来应克诚喜见农祥已晨正将持嘉种奉亲耕,5,positive（显性正面）,positive,positive,True,False
闻海阳侄讣,陈宓,宋,近来不得海阳书但见诸公论荐渠四十二年成夭阏慈兄岂是泽无馀,2,implicit negative（隐性负面）,negative,positive,False,True
牡丹,郑谷,唐,画堂帘卷张清宴含香带雾情无限春风爱惜未放开柘枝鼓振红英绽,4,implicit positive（隐性正面）,positive,positive,True,True
次韵答荆南王君行见寄七首,项安世,宋,太守风味今寒儒惠我佳句春华敷越中溪山犹可似太守好事天下无,4,implicit positive（隐性正面）,positive,positive,True,True
自问,白居易,唐,依仁台废悲风晚履信池荒宿草春自问老身骑马出洛阳城里觅何人,2,implicit negative（隐性负面）,negative,neutral,False,True
董孝子黯复仇,贺知章,唐,十年心事苦惟为复恩仇两意既已尽碧山吾白头,2,implicit negative（隐性负面）,negative,negative,True,True
读亲征诏,杨冠卿,宋,君王神武不恬兵气詟中原一扫平可笑西江喜归客便装行橐待还京,5,positive（显性正面）,positive,positive,True,False
萧庶子相过,白居易,唐,半日停车马何人在白家慇勤萧庶子爱酒不嫌茶,4,implicit positive（隐性正面）,positive,positive,True,True
题叶婉仙女史古香阁集三首,丘逢甲,淸,福慧双修竺落宫玉楼人去锦屏空翩翩独立人间世赢得香名饮粤中,4,implicit positive（隐性正面）,positive,positive,True,True
李宗古出示谢李道人苕帚杖从蒋彦回乞葬地二颂作二诗奉呈,黄庭坚,宋,提携禅客扶衰杖断当姻家葬骨山因病废棋仍废酒鹧鸪鹦鹉伴清閒,1,negative（显性负面）,negative,neutral,False,False
寄生衣与微之因题封上,白居易,唐,浅色縠衫轻似雾纺花纱裤薄于云莫嫌轻薄但知著犹恐通州热杀君,4,implicit positive（隐性正面）,positive,positive,True,True
枕上,范成大,宋,明月无声满屋梁梦馀分影上人床素娥脉脉翻愁寂付与风铃语夜长,2,implicit negative（隐性负面）,negative,positive,False,True
少陵子,刘克庄,宋,骥子熊儿俱早慧可怜失教遂纷纷馿边鸡栅犹云可文选安能胜鲁论,4,implicit positive（隐性正面）,positive,neutral,False,True
循梅路口四首,刘克庄,宋,导吏仓忙乞调兵未应机动遣鸥惊传闻老子单车至惭愧偷儿让路行,3,neutral（中性）,neutral,negative,False,False
次韵光祖避地眉溪十绝,陈渊,宋,少年凭恃气方强肤理微邪未觉伤迨得病深无治法始知先甲是农黄,2,implicit negative（隐性负面）,negative,positive,False,True
荅杨八敬之绝句,刘禹锡,唐,饱霜孤竹声偏切带火焦桐韵本悲今日知音一留听是君心事不平时,2,implicit negative（隐性负面）,negative,neutral,False,True
自咏二首,陆游,宋,食饮从来戒失时衣裘亦复要随宜老人最索调停处正在初寒与半饥,2,implicit negative（隐性负面）,negative,neutral,False,True
入浙,刘克庄,宋,浦城南畔只轻阴入浙方惊雪许深梅皜枫丹三百里笑人短幅写寒林,4,implicit positive（隐性正面）,positive,neutral,False,True
读颍公清风庥,司马光,宋,佳城郁郁必英灵幸有文章见典刑开卷未终双袖湿目前仿佛对渊庭,4,implicit positive（隐性正面）,positive,positive,True,True
丘母太硕人臧氏挽诗二首,杨万里,宋,行乐潘慈母荣封卫硕人金花五色诰雨叶六番春,5,positive（显性正面）,positive,positive,True,False
依韵和徐元舆读寄内诗戏成,梅尧臣,宋,鸳鸯同白首相得在中河水客莫惊笑云间比翼多,4,implicit positive（隐性正面）,positive,positive,True,True
贺皇太子九月四日生辰,杨万里,宋,明河查上有仙翁犯月撞星到碧穹金阙东边银榜处大书天地长男宫,5,positive（显性正面）,positive,positive,True,False
叹世道第一百九十二,文天祥,宋,古来遭丧乱丈夫多英雄悠悠委薄俗岂非吾道东,2,implicit negative（隐性负面）,negative,neutral,False,True
解舟铜陵望淮山白云二首,杨万里,宋,天惜淮山不惜银浑银砌起一长城淮山裹在银城里半出诸峰越样青,4,implicit positive（隐性正面）,positive,neutral,False,True
刺客,刘克庄,宋,不了一毫事空捐七尺躯陶惜其人没雄才以盗书,1,negative（显性负面）,negative,neutral,False,False
和汉老弟雪中对梅,虞俦,宋,巧为诗翁一笑温白沙翠竹暮江村天怜孤秀教松伴一爱清香洗枣昏,4,implicit positive（隐性正面）,positive,positive,True,True
阳城谏议,石介,宋,众口喑喑血噤牙独将忠謇敌奸邪德宗若用延龄相敢有阳城坏白麻,2,implicit negative（隐性负面）,negative,neutral,False,True
宝盖山,赵永嘉,宋,青山吐出白龙开我是地仙赵秀才嘉善有鱼餐得去永嘉有虎唤能来,4,implicit positive（隐性正面）,positive,positive,True,True
万年赠乡僧贲老,王十朋,宋,梦魂惊断石桥边身带烟霞入万年宾主相逢意良厚永嘉缝掖永嘉禅,5,positive（显性正面）,positive,positive,True,False
题法帖,刘克庄,宋,二王万古擅书名闻说临池学始成瘗鹤字犹看不见黄庭小楷付来生,2,implicit negative（隐性负面）,negative,neutral,False,True
雨雪和韵奉酬季长史公,徐渭,明,雷吞虫蛰两微茫杀气司冬合闭藏六花莫道寒难犯百足由来死不僵,2,implicit negative（隐性负面）,negative,negative,True,True
和孔纯老归自属邑三首,王之道,宋,诗涛难放笔头乾归及初晴素魄圆善誉敢论当世比佳萹应任老夫传,4,implicit positive（隐性正面）,positive,positive,True,True
篮,王祯,元,卖花檐上两相宜斸药山前屡挈归何似采桑盛叶好是中还有绮罗衣,4,implicit positive（隐性正面）,positive,positive,True,True
送温伯归福唐纳妇且约复游霅川,范成大,宋,揽秀堂前一笑倾都忘身世两浮萍扶藜处处从君赏落笔时时得我惊,4,implicit positive（隐性正面）,positive,negative,False,True
湘中闻竹枝,屈大均,明,竹枝本是三巴曲流入湖湘调更悲风俗变来从屈宋千秋哀怨一相思,2,implicit negative（隐性负面）,negative,neutral,False,True
为牟德范题石湖遗墨意有未尽复赋五首,方回,宋,汉陵往事馀金碗湘步空名尚铁炉地下中郎今不作典刑真属虎贲无,3,neutral（中性）,neutral,neutral,True,False
杨柳词四解,宋祁,宋,垂杨无态不堪誇犹有馀情解作花三月纷纷飞似雪白门啼杀叛儿鸦,2,implicit negative（隐性负面）,negative,negative,True,True
七夕,李商隐,唐,鸾扇斜分凤幄开星桥横过鹊飞回争将世上无期别换得年年一度来,2,implicit negative（隐性负面）,negative,negative,True,True
蜡梅四首,杨万里,宋,眉间蜜酒发轻黄对著诗人不惜香金作仙衣元自冷月中仍带一身霜,3,neutral（中性）,neutral,neutral,True,False
淳熙戊申丘寿隽新昌石氏本,方回,宋,颇如画手善传神绝喜他乡见似人俯仰之间已陈迹如何千载尚如新,4,implicit positive（隐性正面）,positive,positive,True,True
题王仲信画水石横幅,陆游,宋,王郎书逼杨风子画亦凭陵蜀两孙岂是天公憎绝艺一生憔悴向衡门,2,implicit negative（隐性负面）,negative,negative,True,True
重送绝句,杜牧,唐,绝艺如君天下少闲人似我世间无别后竹窗风雪夜一灯明暗覆吴图,2,implicit negative（隐性负面）,negative,negative,True,True
村饮二首,陆游,宋,雪前雪后梅初动街北街南酒易赊身健不妨随处醉有家未必胜无家,4,implicit positive（隐性正面）,positive,neutral,False,True
题庐山,晁补之,宋,南康南麓江州北五百僧房缀蜜脾尽是庐山佳绝处不知何处合题诗,5,positive（显性正面）,positive,positive,True,False
寄陈州朱教授三首,张耒,宋,春雨江干不肯晴大江栎岸转雷霆山头方丈浑无事扫地焚香看佛经,3,neutral（中性）,neutral,positive,False,False
秋夜课廉儿读诗,卢德仪,淸,良宵闲雅与诗宜清课从头莫告疲矮屋数椽镫一点我家喜有读书儿,4,implicit positive（隐性正面）,positive,positive,True,True
秋夜闻风水,佚名,唐,夜来枕席喧风水忽坐长叹恨无已为客愁多在九秋况复沦流更千里,1,negative（显性负面）,negative,negative,True,False
梅花,白玉蟾,宋,影上酥花峭枝头蜡糁清姮娥约滕六夜半过江城,4,implicit positive（隐性正面）,positive,positive,True,True
问韦山人山甫,白居易,唐,身名身事两蹉跎试就先生问若何从此神仙学得否白须虽有未为多,3,neutral（中性）,neutral,neutral,True,False
及第后将谒告先归留赠成甫,晁补之,宋,还家消息约蔷薇眼看蔷薇日日稀不踏龙头游碧落君恩许伴晚莺归,2,implicit negative（隐性负面）,negative,positive,False,True
次韵牡丹四绝,李之仪,宋,云低雨细静无风似著精神染异红驻辇慈恩赏佳句若论今日定谁工,4,implicit positive（隐性正面）,positive,positive,True,True
梦与尤木石论史感旧七绝句,刘克庄,宋,锡山落在暮云边几载无书寄老仙公艺九龄余望八梦商史稿觉悽然,2,implicit negative（隐性负面）,negative,neutral,False,True
饮者,刘克庄,宋,大醉害心风小醉卧咽呕世有大先生一饮石五斗,3,neutral（中性）,neutral,positive,False,False
喜雨五首,刘克庄,宋,点点沃枯焦声声伴寂寥五更初听雨千载后闻韶,4,implicit positive（隐性正面）,positive,neutral,False,True
用安之韵招君从安之正叔不疑二十六日南园为真率会,司马光,宋,真率春来频宴聚不过东里即西家小园容易邀嘉客馔具虽无亦有花,4,implicit positive（隐性正面）,positive,positive,True,True
缥缈峰,范成大,宋,满载清閒一棹孤长风相送入仙都莫愁怀抱无消豁缥缈峰头望太湖,3,neutral（中性）,neutral,positive,False,False
至节前一日六首,方回,宋,征羌汉将赵充国赐履齐侯周太公虚叟纪年亦云尔五湖四海一诗穷,5,positive（显性正面）,positive,neutral,False,False
宫词,王仲修,宋,前殿风传万岁声九重歌管乐升平欲知庆事丛元日瑞气先从帝鼐生,5,positive（显性正面）,positive,positive,True,False
悲长安,子兰,唐,何事天时祸未回生灵愁悴苦寒灰岂知万顷繁华地强半今为瓦砾堆,1,negative（显性负面）,negative,positive,False,False
出真州,文天祥,宋,天地沉沉夜泝舟鬼神未觉走何州明朝遣间应无是莫恐元戎逐客不,2,implicit negative（隐性负面）,negative,positive,False,True
梦游三首,陆游,宋,太华峰头秋气新醉临绝壁岸纶巾世间万事惟堪笑禹迹茫茫九片尘,3,neutral（中性）,neutral,negative,False,False
淮河再雪二首,杨万里,宋,昨晡日脚荡波红今早天花舞镜中雪了又晴晴又雪海神浑不惜神通,4,implicit positive（隐性正面）,positive,neutral,False,True
定水寺行香,郑谷,唐,听经看画绕虚廊风拂金炉待赐香丞相未来春雪密暂偷闲卧老僧床,4,implicit positive（隐性正面）,positive,negative,False,True
得杨湖州书颇誇抚民接宾纵酒题诗因以绝句戏之,白居易,唐,岂独爱民兼爱客不唯能饮又能文白蘋洲上春传语柳使君输杨使君,4,implicit positive（隐性正面）,positive,positive,True,True
元旦词,李之世,明,百褶罗裙稳称身年年打扮庆嘉晨东家人祝双双寿莫管侬家二八春,4,implicit positive（隐性正面）,positive,positive,True,True
观舞,宋祁,宋,蝶躞趁繁会婆娑无定妍心知吾地广长袖得回旋,4,implicit positive（隐性正面）,positive,positive,True,True
罗溪望夫岭二首,杨万里,宋,藁砧不寄大刀头化作峰头石也愁岂有心情管风雨向人弹泪绕天流,2,implicit negative（隐性负面）,negative,neutral,False,True
答元八遗纱帽,张籍,唐,黑纱方帽君边得称对山前坐竹床唯恐被人偷剪样不曾闲戴出书堂,4,implicit positive（隐性正面）,positive,negative,False,True
宫人斜,吴兆,明,没骨埋香却怨谁化为黄土出花枝开时或得君王惜犹胜深宫未见时,1,negative（显性负面）,negative,positive,False,False
春晚偶题,范成大,宋,寂寥春事冷于秋雨打风吹断送休点检梨花成一梦蘸红新绿满枝头,2,implicit negative（隐性负面）,negative,negative,True,True
泊舟山阳偶题,晁补之,宋,五岁淮山一梦新扁舟曾系市桥春津亭石磴双垂柳见我依依似故人,2,implicit negative（隐性负面）,negative,positive,False,True
和仲弟十绝,刘克庄,宋,即今江表尚恬熙忘却前回饮马时淝水岂无风鹤助平凉莫受犬羊欺,2,implicit negative（隐性负面）,negative,positive,False,True
呈陈和叔二首,王安石,宋,数椽生草覆莓苔一径墙阴斸雪开王吉囊衣新徙舍杖藜从此为君来,3,neutral（中性）,neutral,neutral,True,False
夏日七首,张耒,宋,野水弯环夏木森清蝉晚噪碧云深扁舟两桨谁家子万里江湖此日心,3,neutral（中性）,neutral,neutral,True,False
景定初元即事十首,刘克庄,宋,诸老云台上人人画一筹奈何令退士长抱杞人忧,2,implicit negative（隐性负面）,negative,negative,True,True
送隐者一绝,杜牧,唐,无媒径路草萧萧自古云林远市朝公道世间唯白发贵人头上不曾饶,2,implicit negative（隐性负面）,negative,positive,False,True
钱舜举瓜画,方回,宋,老钱工作赵昌花残绿依稀姤五瓜正叔晦翁凡六说始知辅嗣大争差,3,neutral（中性）,neutral,negative,False,False
依韵酬叶道卿中秋对月二首,范仲淹,宋,天遣今宵无寸云故开秋碧挂冰轮诗人不悔衣沾露为惜清光岂易亲,4,implicit positive（隐性正面）,positive,positive,True,True
白石滩,王维,唐,清浅白沙滩绿蒲尚堪把家住水东西浣纱明月下,4,implicit positive（隐性正面）,positive,positive,True,True
国子监暮归,晁补之,宋,杖屦清晨往缣囊薄暮归闲官厅事冷蝴蝶上阶飞,2,implicit negative（隐性负面）,negative,neutral,False,True
送王吉州宣子舍人知明州二首,杨万里,宋,满听除书好明州胜吉州又为邦伯去政坐治声优,4,implicit positive（隐性正面）,positive,positive,True,True
寒食上冢,方一夔,宋,我是卿家老寡妻哭卿墓下草凄凄纸钱乱挂浇残酒人去黄昏鸦正啼,1,negative（显性负面）,negative,negative,True,False
盘云,白玉蟾,宋,今古无门闭是非无心出岫已知机于今收拾归山谷不逐春风上下飞,4,implicit positive（隐性正面）,positive,negative,False,True
赠石敏若,黄庭坚,宋,才似谪仙惟欠酒情如宋玉更逢秋相看领会一谈胜注目长江天际流,4,implicit positive（隐性正面）,positive,positive,True,True
采莲三首,范成大,宋,柔橹无声坐钓鱼浪花飞点翠罗裾空江日暮无来客肠断三湘一纸书,2,implicit negative（隐性负面）,negative,neutral,False,True
重访黄神谷策禅者,郑谷,唐,初尘芸阁辞禅阁却访支郎是老郎我趣转卑师趣静数峰秋雪一炉香,4,implicit positive（隐性正面）,positive,positive,True,True
酬令公雪中见赠讶不与梦得同相访,白居易,唐,雪似鹅毛飞散乱人披鹤氅立裴回邹生枚叟非无兴唯待梁王召即来,4,implicit positive（隐性正面）,positive,negative,False,True
正旦入斋,胡居仁,明,庆罢新年一乐馀携书踏雪到精庐工夫自此宜加励岁月虚过更咎谁,4,implicit positive（隐性正面）,positive,positive,True,True
上巳同沈虞卿尤延之王顺伯林景思游湖上得十绝句呈同社,杨万里,宋,湖上春游只爱晴何朝何夕不晴明绝怜疎雨微云里点缀湖山分外清,4,implicit positive（隐性正面）,positive,positive,True,True
示子聿,陆游,宋,我钻故纸似痴蝇汝复孳孳不少惩父子更兼师友分夜深常共短檠灯,3,neutral（中性）,neutral,positive,False,False
路西田舍示虞孙小诗二十四首,李之仪,宋,芦已藏人水鸟喧草堪留坐午风寒从来偏得田家趣折莫催归兴已阑,2,implicit negative（隐性负面）,negative,neutral,False,True
上京即事,萨都剌,元,五更寒袭紫毛衫睡起东窗酒尚酣门外日高晴不得满城湿露似江南,2,implicit negative（隐性负面）,negative,neutral,False,True
秋日述怀,朱淑真,宋,妇人虽软眼泪不等闲流我因无好况挥断五湖秋,2,implicit negative（隐性负面）,negative,negative,True,True
东窗四首,陆游,宋,寂寂东窗午梦残更堪春雨作春寒蛮童未报煎茶熟一卷南华枕上看,3,neutral（中性）,neutral,positive,False,False
馀杭久旱赵悦道入境之夕四郊雨足二首,曾巩,宋,连章天上乞身闲笑入吴船拥节还一夜风雷驱旱魃始知霖雨出人间,4,implicit positive（隐性正面）,positive,positive,True,True
秋兰始花端侄游山回致山泉两瓶对花瀹碧螺春茶,曾习经,淸,儿辈能添乐趣长寻源特致谷帘汤幽花始放逢佳茗同领秋堂一味凉,4,implicit positive（隐性正面）,positive,positive,True,True
寄怜,陈师道,宋,借子翩翩果下驹春原随处小踟蹰可能炙背春风里卧把青铜摘颔须,3,neutral（中性）,neutral,positive,False,False
辇下春日,寇准,宋,雨馀宫阙丽春阴三月花光照上林谁倚青楼望归骑日斜南陌柳烟深,2,implicit negative（隐性负面）,negative,positive,False,True
冬至二首,刘克庄,宋,慈颜幽翳几星霜犹记斑衣共举觞老弟颇怜伯仁短小孙突过阿宜长,3,neutral（中性）,neutral,positive,False,False
又别牛司理,秦观,宋,半年淹恤越溪滨好爱如君只数人解手莫令书信断故园桑梓幸相邻,2,implicit negative（隐性负面）,negative,positive,False,True
次东乡雨夜枕上口占二首,郭之奇,明,黯黯侵魂点愔愔入耳声那堪如晦刻庭树复鸡鸣,1,negative（显性负面）,negative,negative,True,False
寿宁节祝圣寿,王禹偁,宋,汉主寿山称万岁玄宗佳节号千秋吾皇别享无疆福百姓欢呼动九州,5,positive（显性正面）,positive,positive,True,False
题絜斋丈鸳湖舟隐图十首,丘逢甲,淸,尊前金缕按清歌春日宜人诗意多更比王夫人福好湖山偕隐傲东坡,5,positive（显性正面）,positive,positive,True,False
呈东坡,袁点,宋,青盖美人回凤带绣衣男子返云车上天一笑浑无事从此人间乐有馀,5,positive（显性正面）,positive,positive,True,False
读任彦升碑,李商隐,唐,任昉当年有美名可怜才调最纵横梁台初建应惆怅不得萧公作骑兵,2,implicit negative（隐性负面）,negative,positive,False,True
次韵乐著作送酒,苏轼,宋,少年多病怯杯觞老去方知此味长万斛羁愁都似雪一壶春酒若为汤,4,implicit positive（隐性正面）,positive,negative,False,True
老少,刘克庄,宋,上树千回时已过遶枝三匝老安归向来误立红云畔逃入青山计未非,2,implicit negative（隐性负面）,negative,positive,False,True
课园夫,白玉蟾,宋,问我何厨传珍鲜满故园笋方青剥指茄欲紫垂拳,4,implicit positive（隐性正面）,positive,positive,True,True
